ID,name,count,CoCh,HoRatio,InchoRatio,PerTra,InPerTra
601998,中信银行,2,0,0.27,0.03,0.39,0.04
002800,天顺股份,2,2,0.94,0.94,0.98,0.98
300432,富临精工,2,-3,1.12,-2.16,1.14,-2.45
600567,山鹰国际,2,1,0.80,0.33,0.80,0.33
600498,烽火通信,2,0,0.71,0.04,0.75,0.05
605358,立昂微,2,0,2.30,0.14,3.10,0.19
601858,中国科传,2,2,0.63,0.63,0.63,0.63
603915,国茂股份,2,0,2.14,0.12,2.17,0.11
600165,新日恒力,2,0,2.63,0.11,2.63,0.11
688322,奥比中光,2,2,0.18,0.18,2.27,2.27
600362,江西铜业,2,1,0.15,0.07,0.26,0.13
002810,山东赫达,2,-1,2.53,-1.53,2.68,-1.62
688526,科前生物,2,-2,1.56,-1.10,6.06,-4.26
600645,中源协和,2,1,3.10,0.53,3.10,0.53
603693,江苏新能,2,-1,0.20,-0.63,0.22,-0.70
002368,太极股份,2,1,2.47,0.61,2.47,0.61
688237,超卓航科,2,2,1.86,1.86,9.28,9.28
000034,神州数码,2,2,1.83,1.83,1.83,1.83
002695,煌上煌,2,0,1.38,-0.97,1.38,-0.97
688318,财富趋势,2,-1,1.41,-0.56,4.55,-1.85
688170,德龙激光,2,1,0.54,-0.02,2.54,-0.08
601200,上海环境,2,0,0.64,0.02,0.64,0.02
300770,新媒股份,2,0,1.45,0.05,1.45,0.05
601869,长飞光纤,2,2,0.86,0.86,1.61,1.61
601699,潞安环能,2,0,1.15,0.26,1.15,0.26
000099,中信海直,2,1,2.90,0.60,3.17,0.66
603127,昭衍新药,2,0,6.29,0.00,7.49,0.00
601375,中原证券,2,0,2.23,0.17,3.01,0.24
002405,四维图新,2,0,2.26,-0.70,2.37,-0.73
300512,中亚股份,2,0,0.95,0.00,0.97,0.00
601998,中信银行,2,0,0.27,0.03,0.39,0.04
688282,理工导航,2,1,0.59,0.14,2.46,0.49
300171,东富龙,2,-1,1.37,-0.93,1.37,-0.93
600503,华丽家族,2,0,1.89,-0.42,1.89,-0.42
601020,华钰矿业,2,1,1.70,1.02,1.70,1.02
600012,皖通高速,2,2,0.39,0.39,0.55,0.55
002034,旺能环境,2,-1,5.84,-1.84,5.86,-1.85
002182,云海金属,2,1,1.53,0.83,1.53,0.83
002291,星期六,2,0,4.06,0.42,4.07,0.41
300795,米奥会展,2,0,1.77,0.00,4.11,-0.01
000970,中科三环,2,1,1.71,1.15,1.71,1.15
601699,潞安环能,2,0,1.15,0.26,1.15,0.26
000099,中信海直,2,1,2.90,0.60,3.17,0.66
300440,运达科技,2,2,0.85,0.85,0.85,0.85
603936,博敏电子,2,2,1.70,1.70,1.70,1.70
002382,蓝帆医疗,2,1,1.37,0.61,1.37,0.61
601998,中信银行,2,0,0.27,0.03,0.39,0.04
688282,理工导航,2,1,0.59,0.14,2.46,0.49
600282,南钢股份,2,-1,2.38,-1.09,3.28,-1.51
600503,华丽家族,2,0,1.89,-0.42,1.89,-0.42
600729,重庆百货,2,0,6.00,2.93,6.07,2.99
002034,旺能环境,2,-1,5.84,-1.84,5.86,-1.85
002182,云海金属,2,1,1.53,0.83,1.53,0.83
301127,天源环保,2,-1,0.17,-0.11,0.68,-0.45
600803,新奥股份,2,-1,1.96,-0.37,4.15,-0.49
300795,米奥会展,2,0,1.77,0.00,4.11,-0.01
000726,鲁泰A,2,0,1.84,0.02,2.86,0.03
000970,中科三环,2,1,1.71,1.15,1.71,1.15
688622,禾信仪器,2,1,1.23,0.96,2.26,0.99
002646,天佑德酒,2,1,4.41,0.78,4.41,0.78
002162,悦心健康,2,1,0.33,0.12,0.36,0.13
603127,昭衍新药,2,0,6.29,0.00,7.49,0.00
003002,壶化股份,2,1,1.41,0.88,3.30,2.06
002688,金河生物,2,1,1.31,0.74,1.31,0.74
688080,映翰通,2,0,2.25,-0.01,3.12,-0.01
002615,哈尔斯,2,0,1.88,0.51,1.92,0.52
000797,中国武夷,2,-1,0.58,-0.64,0.58,-0.64
002452,长高电新,2,1,1.47,-0.01,1.47,-0.01
300049,福瑞股份,2,0,2.83,0.94,2.90,0.96
688670,金迪克,2,1,1.14,0.35,3.28,-0.37
300793,佳禾智能,2,1,1.53,0.33,2.99,0.65
002115,三维通信,2,1,0.91,-0.26,0.91,-0.26
603998,方盛制药,2,2,0.81,0.81,0.83,0.83
002805,丰元股份,2,-1,0.99,-2.87,0.99,-2.87
002989,中天精装,2,-1,2.12,-1.12,3.83,-2.02
601016,节能风电,2,0,0.53,0.16,0.59,0.18
600250,南纺股份,2,1,1.60,1.10,1.84,1.26
600684,珠江股份,2,1,0.92,0.20,0.92,0.20
600867,通化东宝,2,-1,2.76,-0.53,2.77,-0.53
601020,华钰矿业,2,1,1.70,1.02,1.70,1.02
603527,众源新材,2,1,1.17,0.49,1.17,0.49
002573,清新环境,2,2,0.58,0.58,0.76,0.76
002057,中钢天源,2,0,5.97,0.15,6.08,0.16
002529,海源复材,2,0,1.92,0.43,1.92,0.43
600313,农发种业,3,0,2.53,0.32,2.69,0.35
002959,小熊电器,3,-2,1.68,-1.17,1.68,-4.15
688063,派能科技,3,1,2.94,0.89,5.52,1.67
688138,清溢光电,3,-1,1.64,-0.19,5.35,-0.65
300638,广和通,3,-1,9.20,-2.23,9.25,-2.22
603616,韩建河山,3,2,1.20,0.90,1.20,0.90
000001,平安银行,3,-1,56.00,-0.22,56.00,-0.22
603778,乾景园林,3,3,2.12,2.12,2.12,2.12
300088,长信科技,3,0,1.49,0.08,1.49,0.08
688160,步科股份,3,3,1.30,1.30,4.08,4.08
600422,昆药集团,3,0,5.98,0.70,5.99,0.70
603158,腾龙股份,3,2,3.39,2.05,3.39,2.05
600895,张江高科,3,0,1.09,-0.25,1.09,-0.25
600997,开滦股份,3,-2,1.07,-0.77,1.07,-0.77
002623,亚玛顿,3,-1,2.03,-0.58,2.03,-0.58
603667,五洲新春,3,1,4.24,0.96,4.30,0.76
603583,捷昌驱动,3,0,7.35,0.03,7.42,0.07
000513,丽珠集团,3,1,1.18,0.30,1.81,0.46
688310,迈得医疗,3,1,2.55,0.34,5.64,0.76
300146,汤臣倍健,3,-1,2.55,-0.35,2.55,-0.56
300268,佳沃食品,3,-1,2.66,-0.50,3.46,-0.64
688698,伟创电气,3,-1,3.25,0.09,13.68,0.36
300083,创世纪,3,0,8.00,0.26,8.00,-0.26
002304,洋河股份,3,-1,6.34,-0.61,6.34,-1.99
603983,丸美股份,3,0,1.04,0.15,1.04,-3.59
000657,中钨高新,3,0,1.85,-0.99,2.11,-1.10
605138,盛泰集团,3,2,0.36,0.27,3.60,2.70
002850,科达利,3,0,4.25,-0.17,4.25,-0.17
601579,会稽山,3,-1,1.15,-0.16,1.15,-0.16
603738,泰晶科技,3,0,5.67,-0.55,5.74,-0.57
603896,寿仙谷,3,1,4.83,1.33,4.83,1.33
000717,中南股份,3,1,0.64,0.22,0.64,0.22
601898,中煤能源,3,0,0.53,0.09,0.76,0.13
002653,海思科,3,0,2.35,0.55,2.36,0.56
000036,华联控股,3,0,2.14,-0.20,2.14,-0.20
002595,豪迈科技,3,0,4.92,-0.12,4.92,-0.12
300747,锐科激光,3,0,4.10,-0.58,4.14,-0.58
300146,汤臣倍健,3,-1,2.55,-0.35,2.55,-0.56
300268,佳沃食品,3,-1,2.66,-0.50,3.46,-0.64
605060,联德股份,3,1,3.03,1.03,8.91,3.02
300083,创世纪,3,0,8.00,0.26,8.00,-0.26
600372,中航电子,3,0,2.45,-0.29,2.45,-0.29
300138,晨光生物,3,1,4.05,1.51,4.05,1.51
688300,联瑞新材,3,-3,3.90,-5.95,6.29,-9.60
002258,利尔化学,3,-1,7.90,-0.17,7.90,-0.17
603916,苏博特,3,0,5.76,0.04,5.78,0.04
002262,恩华药业,3,1,3.85,1.12,3.85,1.12
300763,锦浪科技,3,0,4.32,-0.64,4.34,-0.65
603600,永艺股份,3,0,8.42,0.00,8.42,0.00
600151,航天机电,3,0,2.46,0.04,2.46,0.04
603178,圣龙股份,3,0,2.12,-1.50,2.17,-1.55
603040,新坐标,3,0,2.93,0.00,2.93,0.00
000069,华侨城A,3,0,1.85,-0.33,2.15,-0.38
600801,华新水泥,3,-1,1.52,-0.61,2.34,-0.94
300582,英飞特,3,1,2.36,0.38,2.38,0.38
688389,普门科技,3,1,2.96,1.05,7.95,2.81
003038,鑫铂股份,3,-3,3.62,-4.24,9.79,-11.14
300207,欣旺达,3,-3,3.00,-2.80,3.03,-2.82
301198,喜悦智行,3,2,1.90,1.59,7.61,6.39
688776,国光电气,3,-1,2.31,-0.91,7.47,-7.41
002941,新疆交建,3,2,1.65,0.93,1.65,0.93
002737,葵花药业,3,1,4.73,4.08,4.73,4.08
000657,中钨高新,3,0,1.85,-0.99,2.11,-1.10
002850,科达利,3,0,4.25,-0.17,4.25,-0.17
601579,会稽山,3,-1,1.15,-0.16,1.15,-0.16
002895,川恒股份,3,-1,1.19,-1.32,1.20,-1.35
603896,寿仙谷,3,1,4.83,1.33,4.83,1.33
000717,中南股份,3,1,0.64,0.22,0.64,0.22
601898,中煤能源,3,0,0.53,0.09,0.76,0.13
002653,海思科,3,0,2.35,0.55,2.36,0.56
000036,华联控股,3,0,2.14,-0.20,2.14,-0.20
002595,豪迈科技,3,0,4.92,-0.12,4.92,-0.12
603701,德宏股份,3,2,8.92,8.21,8.92,8.21
688662,富信科技,3,0,3.80,0.69,6.29,1.13
300747,锐科激光,3,0,4.10,-0.58,4.14,-0.58
000716,黑芝麻,3,2,0.88,0.46,0.89,0.47
301239,普瑞眼科,3,3,3.01,3.01,12.70,12.70
300763,锦浪科技,3,0,4.32,-0.64,4.34,-0.65
603178,圣龙股份,3,0,2.12,-1.50,2.17,-1.55
601878,浙商证券,3,0,2.29,0.42,2.29,0.42
000069,华侨城A,3,0,1.85,-0.33,2.15,-0.38
600801,华新水泥,3,-1,1.52,-0.61,2.34,-0.94
300582,英飞特,3,1,2.36,0.38,2.38,0.38
003038,鑫铂股份,3,-3,3.62,-4.24,9.79,-11.14
300207,欣旺达,3,-3,3.00,-2.80,3.03,-2.82
688199,久日新材,3,-1,2.58,-1.01,3.26,-1.32
301198,喜悦智行,3,2,1.90,1.59,7.61,6.39
002941,新疆交建,3,2,1.65,0.93,1.65,0.93
002737,葵花药业,3,1,4.73,4.08,4.73,4.08
000657,中钨高新,3,0,1.85,-0.99,2.11,-1.10
601066,中信建投,3,0,0.77,0.16,1.57,0.33
002850,科达利,3,0,4.25,-0.17,4.25,-0.17
601579,会稽山,3,-1,1.15,-0.16,1.15,-0.16
601918,新集能源,3,-1,1.36,-0.66,1.36,-0.66
603896,寿仙谷,3,1,4.83,1.33,4.83,1.33
000717,中南股份,3,1,0.64,0.22,0.64,0.22
603739,蔚蓝生物,3,0,3.49,-0.10,4.07,-0.11
688009,中国通号,3,0,1.34,0.19,7.02,0.96
601898,中煤能源,3,0,0.53,0.09,0.76,0.13
002653,海思科,3,0,2.35,0.55,2.36,0.56
000036,华联控股,3,0,2.14,-0.20,2.14,-0.20
002595,豪迈科技,3,0,4.92,-0.12,4.92,-0.12
600990,四创电子,3,0,3.25,-0.71,3.32,-0.73
600409,三友化工,3,0,1.72,-0.23,1.72,-0.23
300747,锐科激光,3,0,4.10,-0.58,4.14,-0.58
301239,普瑞眼科,3,3,3.01,3.01,12.70,12.70
688536,思瑞浦,3,0,8.35,1.35,15.36,2.30
603158,腾龙股份,3,2,3.39,2.05,3.39,2.05
600372,中航电子,3,0,2.45,-0.29,2.45,-0.29
603708,家家悦,3,-1,2.15,-4.44,2.15,-4.44
600009,上海机场,3,1,1.20,0.11,2.73,0.80
600594,益佰制药,3,0,1.46,0.00,1.46,0.00
002407,多氟多,3,0,1.66,0.09,1.67,0.08
688508,芯朋微,3,0,4.07,1.43,6.65,2.24
300757,罗博特科,3,0,5.03,-0.41,5.35,-0.43
688685,迈信林,3,1,4.02,1.80,8.15,3.65
000937,冀中能源,3,1,0.71,-0.14,0.86,-0.17
300747,锐科激光,3,0,4.10,-0.58,4.14,-0.58
301239,普瑞眼科,3,3,3.01,3.01,12.70,12.70
002895,川恒股份,3,-1,1.19,-1.32,1.20,-1.35
605060,联德股份,3,1,3.03,1.03,8.91,3.02
600238,海南椰岛,3,0,1.58,0.21,1.59,0.21
002036,联创电子,3,0,7.54,0.39,7.61,0.38
600884,杉杉股份,3,-2,2.00,-1.33,2.59,-1.76
002238,天威视讯,3,-1,2.04,-0.35,2.04,-0.35
603518,锦泓集团,3,-1,4.12,-0.68,4.12,-1.49
603587,地素时尚,3,0,2.72,-0.36,2.74,-0.36
601069,西部黄金,3,0,1.43,-0.91,2.00,-0.37
605296,神农集团,3,-1,0.29,-0.03,2.30,-0.24
601881,中国银河,3,0,0.58,-0.01,0.92,-0.01
002324,普利特,3,1,4.97,0.59,4.97,0.59
600873,梅花生物,3,-1,6.49,-1.17,6.49,-1.17
603055,台华新材,3,-1,4.33,-2.29,4.35,-2.32
002304,洋河股份,3,-1,6.34,-0.61,6.34,-1.99
300390,天华超净,3,0,3.03,-0.08,3.03,-0.08
603158,腾龙股份,3,2,3.39,2.05,3.39,2.05
000540,中天金融,3,1,0.81,-0.11,0.81,-0.11
603708,家家悦,3,-1,2.15,-4.44,2.15,-4.44
600594,益佰制药,3,0,1.46,0.00,1.46,0.00
002407,多氟多,3,0,1.66,0.09,1.67,0.08
688508,芯朋微,3,0,4.07,1.43,6.65,2.24
688776,国光电气,3,-1,2.31,-0.91,7.47,-7.41
300757,罗博特科,3,0,5.03,-0.41,5.35,-0.43
688685,迈信林,3,1,4.02,1.80,8.15,3.65
000937,冀中能源,3,1,0.71,-0.14,0.86,-0.17
002345,潮宏基,3,2,4.33,3.77,4.33,3.77
002935,天奥电子,3,-2,1.92,-3.69,1.95,-3.66
603056,德邦股份,3,3,0.58,0.58,0.62,0.62
002906,华阳集团,3,-3,3.77,-1.27,3.78,-1.28
002959,小熊电器,3,-2,1.68,-1.17,1.68,-4.15
688368,晶丰明源,3,-2,2.13,-1.39,7.83,-5.08
688079,美迪凯,3,2,1.06,0.76,2.44,1.76
300037,新宙邦,3,0,5.05,-0.50,5.05,-0.50
601298,青岛港,3,2,0.27,0.21,0.33,0.26
688299,长阳科技,3,-2,5.90,-2.61,7.38,-3.25
601066,中信建投,3,0,0.77,0.16,1.57,0.33
600409,三友化工,3,0,1.72,-0.23,1.72,-0.23
601066,中信建投,3,0,0.77,0.16,1.57,0.33
600238,海南椰岛,3,0,1.58,0.21,1.59,0.21
688009,中国通号,3,0,1.34,0.19,7.02,0.96
002036,联创电子,3,0,7.54,0.39,7.61,0.38
601298,青岛港,3,2,0.27,0.21,0.33,0.26
600884,杉杉股份,3,-2,2.00,-1.33,2.59,-1.76
002238,天威视讯,3,-1,2.04,-0.35,2.04,-0.35
603518,锦泓集团,3,-1,4.12,-0.68,4.12,-1.49
603587,地素时尚,3,0,2.72,-0.36,2.74,-0.36
601069,西部黄金,3,0,1.43,-0.91,2.00,-0.37
605296,神农集团,3,-1,0.29,-0.03,2.30,-0.24
601881,中国银河,3,0,0.58,-0.01,0.92,-0.01
002324,普利特,3,1,4.97,0.59,4.97,0.59
600873,梅花生物,3,-1,6.49,-1.17,6.49,-1.17
603055,台华新材,3,-1,4.33,-2.29,4.35,-2.32
600054,黄山旅游,3,0,1.80,0.35,2.55,0.48
300390,天华超净,3,0,3.03,-0.08,3.03,-0.08
603158,腾龙股份,3,2,3.39,2.05,3.39,2.05
688106,金宏气体,3,0,3.17,0.22,5.82,0.39
600875,东方电气,3,1,1.67,0.36,2.59,0.56
603708,家家悦,3,-1,2.15,-4.44,2.15,-4.44
600594,益佰制药,3,0,1.46,0.00,1.46,0.00
002407,多氟多,3,0,1.66,0.09,1.67,0.08
688508,芯朋微,3,0,4.07,1.43,6.65,2.24
300757,罗博特科,3,0,5.03,-0.41,5.35,-0.43
688685,迈信林,3,1,4.02,1.80,8.15,3.65
000937,冀中能源,3,1,0.71,-0.14,0.86,-0.17
002345,潮宏基,3,2,4.33,3.77,4.33,3.77
002935,天奥电子,3,-2,1.92,-3.69,1.95,-3.66
603056,德邦股份,3,3,0.58,0.58,0.62,0.62
002906,华阳集团,3,-3,3.77,-1.27,3.78,-1.28
002959,小熊电器,3,-2,1.68,-1.17,1.68,-4.15
688368,晶丰明源,3,-2,2.13,-1.39,7.83,-5.08
688021,奥福环保,3,0,6.03,-0.33,10.05,-0.54
688079,美迪凯,3,2,1.06,0.76,2.44,1.76
300037,新宙邦,3,0,5.05,-0.50,5.05,-0.50
688299,长阳科技,3,-2,5.90,-2.61,7.38,-3.25
601808,中海油服,3,-1,0.47,-0.15,0.76,-0.24
601689,拓普集团,3,3,1.78,1.78,1.78,1.78
603893,瑞芯微,3,0,6.20,0.16,13.62,0.33
600884,杉杉股份,3,-2,2.00,-1.33,2.59,-1.76
002238,天威视讯,3,-1,2.04,-0.35,2.04,-0.35
603518,锦泓集团,3,-1,4.12,-0.68,4.12,-1.49
603587,地素时尚,3,0,2.72,-0.36,2.74,-0.36
601069,西部黄金,3,0,1.43,-0.91,2.00,-0.37
605296,神农集团,3,-1,0.29,-0.03,2.30,-0.24
601881,中国银河,3,0,0.58,-0.01,0.92,-0.01
002324,普利特,3,1,4.97,0.59,4.97,0.59
600873,梅花生物,3,-1,6.49,-1.17,6.49,-1.17
603055,台华新材,3,-1,4.33,-2.29,4.35,-2.32
300390,天华超净,3,0,3.03,-0.08,3.03,-0.08
603158,腾龙股份,3,2,3.39,2.05,3.39,2.05
688021,奥福环保,3,0,6.03,-0.33,10.05,-0.54
603708,家家悦,3,-1,2.15,-4.44,2.15,-4.44
600594,益佰制药,3,0,1.46,0.00,1.46,0.00
002407,多氟多,3,0,1.66,0.09,1.67,0.08
600151,航天机电,3,0,2.46,0.04,2.46,0.04
688508,芯朋微,3,0,4.07,1.43,6.65,2.24
300757,罗博特科,3,0,5.03,-0.41,5.35,-0.43
688685,迈信林,3,1,4.02,1.80,8.15,3.65
000937,冀中能源,3,1,0.71,-0.14,0.86,-0.17
002345,潮宏基,3,2,4.33,3.77,4.33,3.77
002935,天奥电子,3,-2,1.92,-3.69,1.95,-3.66
603056,德邦股份,3,3,0.58,0.58,0.62,0.62
002906,华阳集团,3,-3,3.77,-1.27,3.78,-1.28
002959,小熊电器,3,-2,1.68,-1.17,1.68,-4.15
688368,晶丰明源,3,-2,2.13,-1.39,7.83,-5.08
688079,美迪凯,3,2,1.06,0.76,2.44,1.76
300037,新宙邦,3,0,5.05,-0.50,5.05,-0.50
688299,长阳科技,3,-2,5.90,-2.61,7.38,-3.25
601808,中海油服,3,-1,0.47,-0.15,0.76,-0.24
601689,拓普集团,3,3,1.78,1.78,1.78,1.78
688390,固德威,3,1,3.43,1.25,5.23,1.90
603893,瑞芯微,3,0,6.20,0.16,13.62,0.33
000935,四川双马,3,0,2.25,0.60,2.25,0.60
002304,洋河股份,3,-1,6.34,-0.61,6.34,-1.99
603667,五洲新春,3,1,4.24,0.96,4.30,0.76
688698,伟创电气,3,-1,3.25,0.09,13.68,0.36
300636,同和药业,3,2,3.07,2.37,3.11,2.40
002690,美亚光电,3,0,3.54,0.25,3.55,0.25
600873,梅花生物,3,-1,6.49,-1.17,6.49,-1.17
603055,台华新材,3,-1,4.33,-2.29,4.35,-2.32
300390,天华超净,3,0,3.03,-0.08,3.03,-0.08
603158,腾龙股份,3,2,3.39,2.05,3.39,2.05
603881,数据港,3,1,0.78,0.24,0.78,0.24
603708,家家悦,3,-1,2.15,-4.44,2.15,-4.44
600594,益佰制药,3,0,1.46,0.00,1.46,0.00
002407,多氟多,3,0,1.66,0.09,1.67,0.08
688508,芯朋微,3,0,4.07,1.43,6.65,2.24
300757,罗博特科,3,0,5.03,-0.41,5.35,-0.43
688685,迈信林,3,1,4.02,1.80,8.15,3.65
000937,冀中能源,3,1,0.71,-0.14,0.86,-0.17
002345,潮宏基,3,2,4.33,3.77,4.33,3.77
002935,天奥电子,3,-2,1.92,-3.69,1.95,-3.66
603056,德邦股份,3,3,0.58,0.58,0.62,0.62
002906,华阳集团,3,-3,3.77,-1.27,3.78,-1.28
002959,小熊电器,3,-2,1.68,-1.17,1.68,-4.15
688368,晶丰明源,3,-2,2.13,-1.39,7.83,-5.08
688079,美迪凯,3,2,1.06,0.76,2.44,1.76
300037,新宙邦,3,0,5.05,-0.50,5.05,-0.50
688299,长阳科技,3,-2,5.90,-2.61,7.38,-3.25
600212,绿能慧充,3,3,3.51,3.51,3.51,3.51
601890,亚星锚链,3,0,2.73,-0.91,2.73,-0.91
601808,中海油服,3,-1,0.47,-0.15,0.76,-0.24
601689,拓普集团,3,3,1.78,1.78,1.78,1.78
603893,瑞芯微,3,0,6.20,0.16,13.62,0.33
603983,丸美股份,3,0,1.04,0.15,1.04,-3.59
600237,铜峰电子,3,-1,2.69,-4.07,2.69,-4.07
002304,洋河股份,3,-1,6.34,-0.61,6.34,-1.99
603667,五洲新春,3,1,4.24,0.96,4.30,0.76
688698,伟创电气,3,-1,3.25,0.09,13.68,0.36
300636,同和药业,3,2,3.07,2.37,3.11,2.40
002367,康力电梯,3,2,1.11,0.38,1.11,0.38
688776,国光电气,3,-1,2.31,-0.91,7.47,-7.41
603208,江山欧派,3,-1,6.62,0.35,6.62,0.35
688662,富信科技,3,0,3.80,0.69,6.29,1.13
688131,皓元医药,3,2,5.05,3.36,8.57,5.71
300482,万孚生物,3,1,2.39,0.90,2.40,0.91
000690,宝新能源,3,3,4.51,4.51,4.51,4.51
000998,隆平高科,3,0,2.26,-1.61,2.26,-1.61
603708,家家悦,3,-1,2.15,-4.44,2.15,-4.44
600594,益佰制药,3,0,1.46,0.00,1.46,0.00
002407,多氟多,3,0,1.66,0.09,1.67,0.08
002390,信邦制药,3,-1,2.47,-2.32,3.00,-2.83
688508,芯朋微,3,0,4.07,1.43,6.65,2.24
300757,罗博特科,3,0,5.03,-0.41,5.35,-0.43
688685,迈信林,3,1,4.02,1.80,8.15,3.65
000937,冀中能源,3,1,0.71,-0.14,0.86,-0.17
002345,潮宏基,3,2,4.33,3.77,4.33,3.77
002935,天奥电子,3,-2,1.92,-3.69,1.95,-3.66
603056,德邦股份,3,3,0.58,0.58,0.62,0.62
002906,华阳集团,3,-3,3.77,-1.27,3.78,-1.28
002959,小熊电器,3,-2,1.68,-1.17,1.68,-4.15
688368,晶丰明源,3,-2,2.13,-1.39,7.83,-5.08
688079,美迪凯,3,2,1.06,0.76,2.44,1.76
300037,新宙邦,3,0,5.05,-0.50,5.05,-0.50
688299,长阳科技,3,-2,5.90,-2.61,7.38,-3.25
601808,中海油服,3,-1,0.47,-0.15,0.76,-0.24
601689,拓普集团,3,3,1.78,1.78,1.78,1.78
603893,瑞芯微,3,0,6.20,0.16,13.62,0.33
600882,妙可蓝多,3,2,3.44,2.19,4.33,2.75
002304,洋河股份,3,-1,6.34,-0.61,6.34,-1.99
603667,五洲新春,3,1,4.24,0.96,4.30,0.76
688698,伟创电气,3,-1,3.25,0.09,13.68,0.36
300636,同和药业,3,2,3.07,2.37,3.11,2.40
002367,康力电梯,3,2,1.11,0.38,1.11,0.38
003043,华亚智能,3,3,3.33,3.33,8.83,8.83
688776,国光电气,3,-1,2.31,-0.91,7.47,-7.41
603876,鼎胜新材,3,1,3.13,0.70,3.16,0.71
603208,江山欧派,3,-1,6.62,0.35,6.62,0.35
688662,富信科技,3,0,3.80,0.69,6.29,1.13
688131,皓元医药,3,2,5.05,3.36,8.57,5.71
300482,万孚生物,3,1,2.39,0.90,2.40,0.91
000690,宝新能源,3,3,4.51,4.51,4.51,4.51
000998,隆平高科,3,0,2.26,-1.61,2.26,-1.61
600985,淮北矿业,3,2,2.06,0.79,2.06,0.79
300769,德方纳米,3,0,3.34,-0.13,3.61,-0.14
300659,中孚信息,3,-1,7.14,-2.51,8.35,-2.97
600028,中国石化,3,0,0.24,0.02,0.30,0.02
300729,乐歌股份,3,0,3.55,-0.68,3.66,-0.70
600594,益佰制药,3,0,1.46,0.00,1.46,0.00
002407,多氟多,3,0,1.66,0.09,1.67,0.08
600372,中航电子,3,0,2.45,-0.29,2.45,-0.29
688508,芯朋微,3,0,4.07,1.43,6.65,2.24
300757,罗博特科,3,0,5.03,-0.41,5.35,-0.43
688685,迈信林,3,1,4.02,1.80,8.15,3.65
000937,冀中能源,3,1,0.71,-0.14,0.86,-0.17
002345,潮宏基,3,2,4.33,3.77,4.33,3.77
002935,天奥电子,3,-2,1.92,-3.69,1.95,-3.66
603056,德邦股份,3,3,0.58,0.58,0.62,0.62
002906,华阳集团,3,-3,3.77,-1.27,3.78,-1.28
002959,小熊电器,3,-2,1.68,-1.17,1.68,-4.15
688368,晶丰明源,3,-2,2.13,-1.39,7.83,-5.08
688079,美迪凯,3,2,1.06,0.76,2.44,1.76
300037,新宙邦,3,0,5.05,-0.50,5.05,-0.50
688299,长阳科技,3,-2,5.90,-2.61,7.38,-3.25
601808,中海油服,3,-1,0.47,-0.15,0.76,-0.24
601689,拓普集团,3,3,1.78,1.78,1.78,1.78
603893,瑞芯微,3,0,6.20,0.16,13.62,0.33
002304,洋河股份,3,-1,6.34,-0.61,6.34,-1.99
002159,三特索道,3,0,5.66,0.07,7.24,0.09
603667,五洲新春,3,1,4.24,0.96,4.30,0.76
688698,伟创电气,3,-1,3.25,0.09,13.68,0.36
300636,同和药业,3,2,3.07,2.37,3.11,2.40
002367,康力电梯,3,2,1.11,0.38,1.11,0.38
688776,国光电气,3,-1,2.31,-0.91,7.47,-7.41
603208,江山欧派,3,-1,6.62,0.35,6.62,0.35
688662,富信科技,3,0,3.80,0.69,6.29,1.13
688131,皓元医药,3,2,5.05,3.36,8.57,5.71
300482,万孚生物,3,1,2.39,0.90,2.40,0.91
000690,宝新能源,3,3,4.51,4.51,4.51,4.51
000998,隆平高科,3,0,2.26,-1.61,2.26,-1.61
600985,淮北矿业,3,2,2.06,0.79,2.06,0.79
300769,德方纳米,3,0,3.34,-0.13,3.61,-0.14
300659,中孚信息,3,-1,7.14,-2.51,8.35,-2.97
300729,乐歌股份,3,0,3.55,-0.68,3.66,-0.70
000540,中天金融,3,1,0.81,-0.11,0.81,-0.11
603939,益丰药房,3,0,3.17,0.48,3.17,0.47
600237,铜峰电子,3,-1,2.69,-4.07,2.69,-4.07
002169,智光电气,3,3,3.56,3.56,3.59,3.59
601808,中海油服,3,-1,0.47,-0.15,0.76,-0.24
601689,拓普集团,3,3,1.78,1.78,1.78,1.78
603893,瑞芯微,3,0,6.20,0.16,13.62,0.33
601918,新集能源,3,-1,1.36,-0.66,1.36,-0.66
688009,中国通号,3,0,1.34,0.19,7.02,0.96
600398,海澜之家,3,0,3.43,0.04,3.43,0.04
603181,皇马科技,3,0,10.98,-0.16,10.98,-0.16
002304,洋河股份,3,-1,6.34,-0.61,6.34,-1.99
603667,五洲新春,3,1,4.24,0.96,4.30,0.76
688698,伟创电气,3,-1,3.25,0.09,13.68,0.36
300636,同和药业,3,2,3.07,2.37,3.11,2.40
002367,康力电梯,3,2,1.11,0.38,1.11,0.38
601698,中国卫通,3,1,0.19,0.02,0.19,0.02
688776,国光电气,3,-1,2.31,-0.91,7.47,-7.41
603208,江山欧派,3,-1,6.62,0.35,6.62,0.35
688662,富信科技,3,0,3.80,0.69,6.29,1.13
688131,皓元医药,3,2,5.05,3.36,8.57,5.71
300482,万孚生物,3,1,2.39,0.90,2.40,0.91
000690,宝新能源,3,3,4.51,4.51,4.51,4.51
000998,隆平高科,3,0,2.26,-1.61,2.26,-1.61
600985,淮北矿业,3,2,2.06,0.79,2.06,0.79
300769,德方纳米,3,0,3.34,-0.13,3.61,-0.14
300659,中孚信息,3,-1,7.14,-2.51,8.35,-2.97
