ID,name,count,CoCh,HoRatio,InchoRatio,PerTra,InPerTra
603015,弘讯科技,1,1,0.39,0.39,0.39,0.39
688580,伟思医疗,1,1,0.86,0.86,2.37,2.37
688001,华兴源创,1,0,0.14,0.00,0.15,-1.10
600435,北方导航,1,0,0.29,0.02,0.29,0.02
605268,王力安防,1,0,0.59,-0.32,3.53,-1.83
688330,宏力达,1,-2,0.65,-1.60,1.15,-2.82
300505,川金诺,1,-1,0.87,-0.37,0.87,-0.37
000672,上峰水泥,1,-2,1.03,-1.21,1.03,-1.21
300972,万辰生物,1,1,0.31,0.31,0.64,0.64
301065,本立科技,1,0,0.49,0.00,1.11,-0.83
603551,奥普家居,1,1,0.40,0.40,1.20,1.20
603516,淳中科技,1,1,1.37,1.37,1.38,1.38
002791,坚朗五金,2,-1,2.37,-0.48,2.37,-0.48
603105,芯能科技,2,2,2.43,2.43,2.43,2.43
300033,同花顺,2,0,2.08,-0.06,2.23,-0.07
603298,杭叉集团,2,0,3.18,-0.65,3.18,-0.65
002645,华宏科技,2,1,1.99,1.12,2.15,1.21
603713,密尔克卫,2,0,3.15,0.07,3.18,0.08
002943,宇晶股份,2,1,2.73,1.80,2.73,1.80
000514,渝开发,2,0,0.37,-0.20,0.37,-0.20
300036,超图软件,2,0,1.82,0.00,1.82,0.00
000062,深圳华强,2,0,1.98,0.00,1.98,0.00
002148,北纬科技,2,2,0.67,0.67,0.67,0.67
300702,天宇股份,2,-2,1.47,-2.61,1.47,-2.61
300629,新劲刚,2,1,1.49,0.94,1.61,1.01
301120,新特电气,2,2,0.18,0.18,0.84,0.84
601028,玉龙股份,2,1,1.74,0.97,1.74,0.97
001230,劲旅环境,2,2,0.26,0.26,1.04,1.04
600302,标准股份,2,1,1.28,0.66,1.28,0.66
300148,天舟文化,2,2,0.61,0.61,0.61,0.61
603182,嘉华股份,2,2,0.38,0.38,1.50,1.50
603696,安记食品,2,-1,0.89,-0.16,0.89,-0.16
000619,海螺新材,2,2,1.71,1.71,1.71,1.71
688189,南新制药,2,1,1.44,0.88,2.02,1.24
000514,渝开发,2,0,0.37,-0.20,0.37,-0.20
300036,超图软件,2,0,1.82,0.00,1.82,0.00
600859,王府井,2,1,1.93,1.09,2.00,1.12
002148,北纬科技,2,2,0.67,0.67,0.67,0.67
300702,天宇股份,2,-2,1.47,-2.61,1.47,-2.61
300629,新劲刚,2,1,1.49,0.94,1.61,1.01
301120,新特电气,2,2,0.18,0.18,0.84,0.84
601028,玉龙股份,2,1,1.74,0.97,1.74,0.97
002646,天佑德酒,2,1,4.41,0.78,4.41,0.78
300456,赛微电子,2,0,1.28,0.26,1.29,0.27
000686,东北证券,2,0,2.28,0.18,2.28,0.18
688176,亚虹医药,2,0,0.74,-0.03,3.98,-0.39
300139,晓程科技,2,2,0.60,0.60,0.60,0.60
300813,泰林生物,2,-2,1.49,-0.49,4.44,-1.47
603160,汇顶科技,2,0,1.75,-0.10,1.75,-0.10
603682,锦和商管,2,2,0.69,0.69,1.80,1.80
300215,电科院,2,0,0.73,-0.50,0.73,-0.50
300912,凯龙高科,2,0,4.49,0.00,8.16,0.00
000712,锦龙股份,2,0,1.97,0.28,1.97,0.28
600864,哈投股份,2,0,1.94,0.37,1.94,0.37
600386,北巴传媒,2,1,0.79,0.35,0.79,0.35
300835,龙磁科技,2,2,1.53,1.53,2.68,2.68
300080,易成新能,2,0,0.68,-0.09,1.24,-0.17
688658,悦康药业,2,2,1.44,1.44,3.20,3.20
002361,神剑股份,2,0,1.15,-1.46,1.15,-1.46
002753,永东股份,2,2,2.11,2.11,2.11,2.11
000922,佳电股份,2,0,1.87,0.01,1.91,0.01
300400,劲拓股份,2,-1,4.29,-1.28,4.29,-1.28
002718,友邦吊顶,2,2,0.80,0.80,0.80,0.80
300821,东岳硅材,2,1,0.21,0.08,0.61,0.22
300143,盈康生命,2,0,2.58,-0.27,3.03,-0.32
300473,德尔股份,2,1,1.60,0.98,1.79,1.17
603108,润达医疗,2,0,5.22,-0.18,5.22,-0.18
688382,益方生物,2,2,0.42,0.42,2.40,2.40
300609,汇纳科技,2,2,1.22,1.22,1.22,1.22
301111,粤万年青,2,-1,0.21,-0.10,0.90,-0.41
603303,得邦照明,2,0,3.04,0.12,3.04,0.12
300132,青松股份,2,1,2.27,1.25,2.35,1.29
688026,洁特生物,2,0,3.64,-0.10,6.83,-0.17
002952,亚世光电,2,2,0.64,0.64,0.64,0.64
300179,四方达,2,-1,1.78,-2.08,1.78,-2.08
300456,赛微电子,2,0,1.28,0.26,1.29,0.27
601139,深圳燃气,2,0,1.38,0.33,1.38,0.33
600791,京能置业,2,2,1.00,1.00,1.00,1.00
300139,晓程科技,2,2,0.60,0.60,0.60,0.60
300813,泰林生物,2,-2,1.49,-0.49,4.44,-1.47
002543,万和电气,2,2,1.36,1.36,1.36,1.36
603160,汇顶科技,2,0,1.75,-0.10,1.75,-0.10
000619,海螺新材,2,2,1.71,1.71,1.71,1.71
300215,电科院,2,0,0.73,-0.50,0.73,-0.50
300912,凯龙高科,2,0,4.49,0.00,8.16,0.00
000712,锦龙股份,2,0,1.97,0.28,1.97,0.28
600864,哈投股份,2,0,1.94,0.37,1.94,0.37
000333,美的集团,2,0,1.42,-0.02,1.43,-0.02
301038,深水规院,2,0,1.08,0.90,4.34,3.56
300835,龙磁科技,2,2,1.53,1.53,2.68,2.68
300080,易成新能,2,0,0.68,-0.09,1.24,-0.17
002361,神剑股份,2,0,1.15,-1.46,1.15,-1.46
002753,永东股份,2,2,2.11,2.11,2.11,2.11
000922,佳电股份,2,0,1.87,0.01,1.91,0.01
300400,劲拓股份,2,-1,4.29,-1.28,4.29,-1.28
002718,友邦吊顶,2,2,0.80,0.80,0.80,0.80
300821,东岳硅材,2,1,0.21,0.08,0.61,0.22
002800,天顺股份,2,2,0.94,0.94,0.98,0.98
300143,盈康生命,2,0,2.58,-0.27,3.03,-0.32
300473,德尔股份,2,1,1.60,0.98,1.79,1.17
603108,润达医疗,2,0,5.22,-0.18,5.22,-0.18
688382,益方生物,2,2,0.42,0.42,2.40,2.40
001289,龙源电力,2,1,0.05,0.03,3.00,1.67
601598,中国外运,2,1,0.26,0.16,0.36,-0.16
688660,电气风电,2,0,1.17,-0.18,2.94,-0.46
300724,捷佳伟创,2,2,1.81,1.81,1.82,1.82
688676,金盘科技,2,2,1.42,1.42,3.18,3.18
002912,中新赛克,2,0,3.51,0.00,4.82,0.00
300456,赛微电子,2,0,1.28,0.26,1.29,0.27
002901,大博医疗,2,-1,0.56,0.02,0.57,0.01
000573,粤宏远A,2,1,1.57,1.13,1.58,1.14
000726,鲁泰A,2,0,1.84,0.02,2.86,0.03
002709,天赐材料,2,0,2.03,-0.33,2.04,-0.33
002236,大华股份,2,0,0.93,-0.95,0.96,-0.94
300139,晓程科技,2,2,0.60,0.60,0.60,0.60
300813,泰林生物,2,-2,1.49,-0.49,4.44,-1.47
603160,汇顶科技,2,0,1.75,-0.10,1.75,-0.10
601607,上海医药,2,0,0.83,0.15,1.60,0.30
300215,电科院,2,0,0.73,-0.50,0.73,-0.50
300912,凯龙高科,2,0,4.49,0.00,8.16,0.00
000712,锦龙股份,2,0,1.97,0.28,1.97,0.28
600864,哈投股份,2,0,1.94,0.37,1.94,0.37
000938,紫光股份,2,0,2.33,0.20,2.33,0.20
600376,首开股份,2,0,3.63,-0.49,3.63,-0.49
300709,精研科技,2,-2,3.25,-2.84,3.25,-2.86
300835,龙磁科技,2,2,1.53,1.53,2.68,2.68
300080,易成新能,2,0,0.68,-0.09,1.24,-0.17
601118,海南橡胶,2,1,0.73,0.34,0.73,0.34
002361,神剑股份,2,0,1.15,-1.46,1.15,-1.46
002753,永东股份,2,2,2.11,2.11,2.11,2.11
000922,佳电股份,2,0,1.87,0.01,1.91,0.01
300400,劲拓股份,2,-1,4.29,-1.28,4.29,-1.28
002718,友邦吊顶,2,2,0.80,0.80,0.80,0.80
300821,东岳硅材,2,1,0.21,0.08,0.61,0.22
300143,盈康生命,2,0,2.58,-0.27,3.03,-0.32
300473,德尔股份,2,1,1.60,0.98,1.79,1.17
603108,润达医疗,2,0,5.22,-0.18,5.22,-0.18
688382,益方生物,2,2,0.42,0.42,2.40,2.40
300043,星辉娱乐,2,2,0.51,0.51,0.51,0.51
002695,煌上煌,2,0,1.38,-0.97,1.38,-0.97
601598,中国外运,2,1,0.26,0.16,0.36,-0.16
688660,电气风电,2,0,1.17,-0.18,2.94,-0.46
300724,捷佳伟创,2,2,1.81,1.81,1.82,1.82
688676,金盘科技,2,2,1.42,1.42,3.18,3.18
002912,中新赛克,2,0,3.51,0.00,4.82,0.00
601838,成都银行,2,1,1.78,0.84,1.79,0.85
600803,新奥股份,2,-1,1.96,-0.37,4.15,-0.49
002013,中航机电,2,0,2.89,-0.14,2.89,-0.14
601699,潞安环能,2,0,1.15,0.26,1.15,0.26
002952,亚世光电,2,2,0.64,0.64,0.64,0.64
300179,四方达,2,-1,1.78,-2.08,1.78,-2.08
300456,赛微电子,2,0,1.28,0.26,1.29,0.27
601008,连云港,2,1,0.42,0.28,0.52,0.35
603127,昭衍新药,2,0,6.29,0.00,7.49,0.00
605016,百龙创园,2,-1,2.02,-1.36,4.03,-2.70
000099,中信海直,2,1,2.90,0.60,3.17,0.66
003037,三和管桩,2,0,0.21,0.00,1.16,0.00
300139,晓程科技,2,2,0.60,0.60,0.60,0.60
300813,泰林生物,2,-2,1.49,-0.49,4.44,-1.47
603160,汇顶科技,2,0,1.75,-0.10,1.75,-0.10
601969,海南矿业,2,0,0.31,0.05,0.31,0.05
688282,理工导航,2,1,0.59,0.14,2.46,0.49
300215,电科院,2,0,0.73,-0.50,0.73,-0.50
300912,凯龙高科,2,0,4.49,0.00,8.16,0.00
000712,锦龙股份,2,0,1.97,0.28,1.97,0.28
600864,哈投股份,2,0,1.94,0.37,1.94,0.37
002562,兄弟科技,2,1,1.26,0.57,1.26,0.57
002212,天融信,2,0,2.89,-2.03,2.92,-2.04
688329,艾隆科技,2,2,2.68,2.68,4.56,4.56
300835,龙磁科技,2,2,1.53,1.53,2.68,2.68
300080,易成新能,2,0,0.68,-0.09,1.24,-0.17
002361,神剑股份,2,0,1.15,-1.46,1.15,-1.46
002753,永东股份,2,2,2.11,2.11,2.11,2.11
000922,佳电股份,2,0,1.87,0.01,1.91,0.01
300400,劲拓股份,2,-1,4.29,-1.28,4.29,-1.28
600543,莫高股份,2,1,1.45,0.90,1.45,0.90
002718,友邦吊顶,2,2,0.80,0.80,0.80,0.80
300821,东岳硅材,2,1,0.21,0.08,0.61,0.22
300143,盈康生命,2,0,2.58,-0.27,3.03,-0.32
300473,德尔股份,2,1,1.60,0.98,1.79,1.17
603108,润达医疗,2,0,5.22,-0.18,5.22,-0.18
688382,益方生物,2,2,0.42,0.42,2.40,2.40
601598,中国外运,2,1,0.26,0.16,0.36,-0.16
600503,华丽家族,2,0,1.89,-0.42,1.89,-0.42
688660,电气风电,2,0,1.17,-0.18,2.94,-0.46
300724,捷佳伟创,2,2,1.81,1.81,1.82,1.82
688676,金盘科技,2,2,1.42,1.42,3.18,3.18
002912,中新赛克,2,0,3.51,0.00,4.82,0.00
301111,粤万年青,2,-1,0.21,-0.10,0.90,-0.41
603303,得邦照明,2,0,3.04,0.12,3.04,0.12
002952,亚世光电,2,2,0.64,0.64,0.64,0.64
300179,四方达,2,-1,1.78,-2.08,1.78,-2.08
300456,赛微电子,2,0,1.28,0.26,1.29,0.27
600820,隧道股份,2,0,2.22,-0.08,2.22,-0.08
300139,晓程科技,2,2,0.60,0.60,0.60,0.60
300813,泰林生物,2,-2,1.49,-0.49,4.44,-1.47
603160,汇顶科技,2,0,1.75,-0.10,1.75,-0.10
300215,电科院,2,0,0.73,-0.50,0.73,-0.50
300912,凯龙高科,2,0,4.49,0.00,8.16,0.00
003002,壶化股份,2,1,1.41,0.88,3.30,2.06
000712,锦龙股份,2,0,1.97,0.28,1.97,0.28
600864,哈投股份,2,0,1.94,0.37,1.94,0.37
000623,吉林敖东,2,0,0.70,0.02,0.70,0.02
300835,龙磁科技,2,2,1.53,1.53,2.68,2.68
300080,易成新能,2,0,0.68,-0.09,1.24,-0.17
603313,梦百合,2,0,3.38,0.14,3.38,0.14
002361,神剑股份,2,0,1.15,-1.46,1.15,-1.46
002753,永东股份,2,2,2.11,2.11,2.11,2.11
000922,佳电股份,2,0,1.87,0.01,1.91,0.01
300400,劲拓股份,2,-1,4.29,-1.28,4.29,-1.28
000888,峨眉山A,2,1,1.07,0.59,1.07,0.59
002718,友邦吊顶,2,2,0.80,0.80,0.80,0.80
300821,东岳硅材,2,1,0.21,0.08,0.61,0.22
300143,盈康生命,2,0,2.58,-0.27,3.03,-0.32
300473,德尔股份,2,1,1.60,0.98,1.79,1.17
603108,润达医疗,2,0,5.22,-0.18,5.22,-0.18
688382,益方生物,2,2,0.42,0.42,2.40,2.40
601225,陕西煤业,2,-1,0.81,-0.33,0.81,-0.33
601598,中国外运,2,1,0.26,0.16,0.36,-0.16
688630,芯碁微装,2,1,4.19,1.97,7.54,3.54
688660,电气风电,2,0,1.17,-0.18,2.94,-0.46
300724,捷佳伟创,2,2,1.81,1.81,1.82,1.82
600152,维科技术,2,1,1.32,0.59,1.42,0.64
688676,金盘科技,2,2,1.42,1.42,3.18,3.18
002912,中新赛克,2,0,3.51,0.00,4.82,0.00
300049,福瑞股份,2,0,2.83,0.94,2.90,0.96
000538,云南白药,2,0,0.93,-0.10,1.93,-0.22
603315,福鞍股份,2,-2,0.92,-0.74,0.92,-1.40
000553,安道麦A,2,-1,0.84,-0.23,0.90,-0.24
300476,胜宏科技,2,-1,2.19,-2.90,2.19,-2.93
603915,国茂股份,2,0,2.14,0.12,2.17,0.11
300408,三环集团,2,-1,2.19,-0.93,2.19,-0.93
600547,山东黄金,2,0,1.26,0.21,1.56,0.27
300609,汇纳科技,2,2,1.22,1.22,1.22,1.22
301111,粤万年青,2,-1,0.21,-0.10,0.90,-0.41
603303,得邦照明,2,0,3.04,0.12,3.04,0.12
600165,新日恒力,2,0,2.63,0.11,2.63,0.11
002425,凯撒文化,2,0,1.16,0.01,1.16,0.01
002952,亚世光电,2,2,0.64,0.64,0.64,0.64
300179,四方达,2,-1,1.78,-2.08,1.78,-2.08
300456,赛微电子,2,0,1.28,0.26,1.29,0.27
300139,晓程科技,2,2,0.60,0.60,0.60,0.60
300813,泰林生物,2,-2,1.49,-0.49,4.44,-1.47
603160,汇顶科技,2,0,1.75,-0.10,1.75,-0.10
603009,北特科技,2,2,2.20,2.20,2.33,2.33
300215,电科院,2,0,0.73,-0.50,0.73,-0.50
300912,凯龙高科,2,0,4.49,0.00,8.16,0.00
300171,东富龙,2,-1,1.37,-0.93,1.37,-0.93
000712,锦龙股份,2,0,1.97,0.28,1.97,0.28
600864,哈投股份,2,0,1.94,0.37,1.94,0.37
300835,龙磁科技,2,2,1.53,1.53,2.68,2.68
300080,易成新能,2,0,0.68,-0.09,1.24,-0.17
002361,神剑股份,2,0,1.15,-1.46,1.15,-1.46
002753,永东股份,2,2,2.11,2.11,2.11,2.11
000922,佳电股份,2,0,1.87,0.01,1.91,0.01
300400,劲拓股份,2,-1,4.29,-1.28,4.29,-1.28
002718,友邦吊顶,2,2,0.80,0.80,0.80,0.80
300821,东岳硅材,2,1,0.21,0.08,0.61,0.22
300143,盈康生命,2,0,2.58,-0.27,3.03,-0.32
300473,德尔股份,2,1,1.60,0.98,1.79,1.17
603108,润达医疗,2,0,5.22,-0.18,5.22,-0.18
688382,益方生物,2,2,0.42,0.42,2.40,2.40
601598,中国外运,2,1,0.26,0.16,0.36,-0.16
688660,电气风电,2,0,1.17,-0.18,2.94,-0.46
300724,捷佳伟创,2,2,1.81,1.81,1.82,1.82
688676,金盘科技,2,2,1.42,1.42,3.18,3.18
002912,中新赛克,2,0,3.51,0.00,4.82,0.00
601198,东兴证券,2,0,1.88,0.13,1.88,0.13
000875,吉电股份,2,-1,1.03,-0.83,1.18,-0.94
300139,晓程科技,2,2,0.60,0.60,0.60,0.60
300813,泰林生物,2,-2,1.49,-0.49,4.44,-1.47
603160,汇顶科技,2,0,1.75,-0.10,1.75,-0.10
300215,电科院,2,0,0.73,-0.50,0.73,-0.50
300912,凯龙高科,2,0,4.49,0.00,8.16,0.00
002947,恒铭达,2,0,3.15,-2.61,3.15,-2.61
300335,迪森股份,2,2,0.92,0.92,0.92,0.92
000712,锦龙股份,2,0,1.97,0.28,1.97,0.28
600864,哈投股份,2,0,1.94,0.37,1.94,0.37
300835,龙磁科技,2,2,1.53,1.53,2.68,2.68
300080,易成新能,2,0,0.68,-0.09,1.24,-0.17
601888,中国中免,2,0,1.38,-0.07,1.47,0.02
002361,神剑股份,2,0,1.15,-1.46,1.15,-1.46
002753,永东股份,2,2,2.11,2.11,2.11,2.11
000922,佳电股份,2,0,1.87,0.01,1.91,0.01
300400,劲拓股份,2,-1,4.29,-1.28,4.29,-1.28
002718,友邦吊顶,2,2,0.80,0.80,0.80,0.80
300821,东岳硅材,2,1,0.21,0.08,0.61,0.22
300143,盈康生命,2,0,2.58,-0.27,3.03,-0.32
300473,德尔股份,2,1,1.60,0.98,1.79,1.17
603108,润达医疗,2,0,5.22,-0.18,5.22,-0.18
688382,益方生物,2,2,0.42,0.42,2.40,2.40
002943,宇晶股份,2,1,2.73,1.80,2.73,1.80
601598,中国外运,2,1,0.26,0.16,0.36,-0.16
601788,光大证券,2,0,1.50,0.27,1.77,0.32
688660,电气风电,2,0,1.17,-0.18,2.94,-0.46
300724,捷佳伟创,2,2,1.81,1.81,1.82,1.82
688676,金盘科技,2,2,1.42,1.42,3.18,3.18
002912,中新赛克,2,0,3.51,0.00,4.82,0.00
002709,天赐材料,2,0,2.03,-0.33,2.04,-0.33
600008,首创环保,2,-1,0.46,-0.23,0.46,-0.23
601998,中信银行,2,0,0.27,0.03,0.39,0.04
000831,中国稀土,2,-2,0.51,-0.76,0.51,-0.76
000573,粤宏远A,2,1,1.57,1.13,1.58,1.14
600373,中文传媒,2,0,0.97,0.03,0.97,0.03
002142,宁波银行,2,0,18.87,0.00,19.09,0.00
600056,中国医药,2,1,0.35,0.12,0.35,0.12
605158,华达新材,2,2,0.37,0.37,1.32,1.32
600736,苏州高新,2,0,1.53,-0.26,1.53,-0.26
300724,捷佳伟创,2,2,1.81,1.81,1.82,1.82
688676,金盘科技,2,2,1.42,1.42,3.18,3.18
002912,中新赛克,2,0,3.51,0.00,4.82,0.00
603069,海汽集团,2,2,0.70,0.70,0.70,0.70
002646,天佑德酒,2,1,4.41,0.78,4.41,0.78
000831,中国稀土,2,-2,0.51,-0.76,0.51,-0.76
600152,维科技术,2,1,1.32,0.59,1.42,0.64
600376,首开股份,2,0,3.63,-0.49,3.63,-0.49
601118,海南橡胶,2,1,0.73,0.34,0.73,0.34
603657,春光科技,2,1,1.89,0.61,1.93,0.62
002562,兄弟科技,2,1,1.26,0.57,1.26,0.57
601699,潞安环能,2,0,1.15,0.26,1.15,0.26
001230,劲旅环境,2,2,0.26,0.26,1.04,1.04
002791,坚朗五金,2,-1,2.37,-0.48,2.37,-0.48
000422,湖北宜化,2,0,1.43,-0.75,1.43,-0.75
002901,大博医疗,2,-1,0.56,0.02,0.57,0.01
300043,星辉娱乐,2,2,0.51,0.51,0.51,0.51
600803,新奥股份,2,-1,1.96,-0.37,4.15,-0.49
688095,福昕软件,2,1,2.37,1.10,3.94,1.81
002013,中航机电,2,0,2.89,-0.14,2.89,-0.14
605016,百龙创园,2,-1,2.02,-1.36,4.03,-2.70
002142,宁波银行,2,0,18.87,0.00,19.09,0.00
601088,中国神华,2,1,0.26,0.15,0.31,0.18
605158,华达新材,2,2,0.37,0.37,1.32,1.32
300132,青松股份,2,1,2.27,1.25,2.35,1.29
300558,贝达药业,2,1,2.40,1.00,2.40,1.00
600031,三一重工,2,-1,1.31,-0.21,1.32,-0.20
601008,连云港,2,1,0.42,0.28,0.52,0.35
603999,读者传媒,2,0,0.89,-0.12,0.89,-0.12
003037,三和管桩,2,0,0.21,0.00,1.16,0.00
600567,山鹰国际,2,1,0.80,0.33,0.80,0.33
001309,德明利,2,1,0.51,0.41,2.05,2.05
000796,ST凯撒,2,1,5.37,0.37,5.37,0.37
002916,深南电路,2,-2,0.95,-0.73,0.95,-0.82
600543,莫高股份,2,1,1.45,0.90,1.45,0.90
688282,理工导航,2,1,0.59,0.14,2.46,0.49
601998,中信银行,2,0,0.27,0.03,0.39,0.04
603180,金牌厨柜,2,-1,3.88,-1.39,4.15,-1.49
600021,上海电力,2,2,1.03,1.03,1.10,1.10
000818,航锦科技,2,0,2.70,0.09,2.70,0.09
688095,福昕软件,2,1,2.37,1.10,3.94,1.81
002013,中航机电,2,0,2.89,-0.14,2.89,-0.14
600543,莫高股份,2,1,1.45,0.90,1.45,0.90
600021,上海电力,2,2,1.03,1.03,1.10,1.10
600170,上海建工,2,0,1.90,-0.28,1.90,-0.28
002142,宁波银行,2,0,18.87,0.00,19.09,0.00
603198,迎驾贡酒,2,0,3.30,0.51,3.30,0.51
605158,华达新材,2,2,0.37,0.37,1.32,1.32
002947,恒铭达,2,0,3.15,-2.61,3.15,-2.61
601233,桐昆股份,2,0,1.99,-0.29,2.09,-0.31
300760,迈瑞医疗,2,0,2.11,-0.02,2.11,-0.02
300369,绿盟科技,2,1,2.96,0.81,2.96,0.81
600939,重庆建工,2,1,0.67,0.13,0.67,0.13
601008,连云港,2,1,0.42,0.28,0.52,0.35
603999,读者传媒,2,0,0.89,-0.12,0.89,-0.12
003037,三和管桩,2,0,0.21,0.00,1.16,0.00
001309,德明利,2,1,0.51,0.41,2.05,2.05
000796,ST凯撒,2,1,5.37,0.37,5.37,0.37
002916,深南电路,2,-2,0.95,-0.73,0.95,-0.82
601699,潞安环能,2,0,1.15,0.26,1.15,0.26
600248,陕西建工,2,0,1.39,-0.04,3.54,-0.09
000818,航锦科技,2,0,2.70,0.09,2.70,0.09
688266,泽璟制药,2,0,2.87,0.02,4.90,0.04
000875,吉电股份,2,-1,1.03,-0.83,1.18,-0.94
000623,吉林敖东,2,0,0.70,0.02,0.70,0.02
002709,天赐材料,2,0,2.03,-0.33,2.04,-0.33
002570,贝因美,2,1,1.47,0.94,1.47,0.94
002646,天佑德酒,2,1,4.41,0.78,4.41,0.78
600820,隧道股份,2,0,2.22,-0.08,2.22,-0.08
601607,上海医药,2,0,0.83,0.15,1.60,0.30
000888,峨眉山A,2,1,1.07,0.59,1.07,0.59
688630,芯碁微装,2,1,4.19,1.97,7.54,3.54
000538,云南白药,2,0,0.93,-0.10,1.93,-0.22
000099,中信海直,2,1,2.90,0.60,3.17,0.66
600160,巨化股份,2,-2,3.46,-0.89,3.46,-0.89
002162,悦心健康,2,1,0.33,0.12,0.36,0.13
601225,陕西煤业,2,-1,0.81,-0.33,0.81,-0.33
300031,宝通科技,2,0,1.74,0.09,1.74,0.09
601965,中国汽研,2,-2,1.73,-1.62,1.78,-1.61
600022,山东钢铁,2,-1,0.41,-0.21,0.41,-0.21
601718,际华集团,2,1,0.57,0.28,0.57,0.28
000768,中航西飞,2,0,0.88,-0.06,0.88,-0.06
601008,连云港,2,1,0.42,0.28,0.52,0.35
603999,读者传媒,2,0,0.89,-0.12,0.89,-0.12
003037,三和管桩,2,0,0.21,0.00,1.16,0.00
002943,宇晶股份,2,1,2.73,1.80,2.73,1.80
001309,德明利,2,1,0.51,0.41,2.05,2.05
688658,悦康药业,2,2,1.44,1.44,3.20,3.20
000796,ST凯撒,2,1,5.37,0.37,5.37,0.37
002916,深南电路,2,-2,0.95,-0.73,0.95,-0.82
603527,众源新材,2,1,1.17,0.49,1.17,0.49
000818,航锦科技,2,0,2.70,0.09,2.70,0.09
000630,铜陵有色,2,0,0.79,-0.25,0.79,-0.25
688266,泽璟制药,2,0,2.87,0.02,4.90,0.04
603009,北特科技,2,2,2.20,2.20,2.33,2.33
600820,隧道股份,2,0,2.22,-0.08,2.22,-0.08
600649,城投控股,2,0,0.74,-0.18,0.74,-0.18
000686,东北证券,2,0,2.28,0.18,2.28,0.18
000538,云南白药,2,0,0.93,-0.10,1.93,-0.22
300795,米奥会展,2,0,1.77,0.00,4.11,-0.01
688012,中微公司,2,-4,4.65,-3.57,4.65,-10.75
600160,巨化股份,2,-2,3.46,-0.89,3.46,-0.89
603069,海汽集团,2,2,0.70,0.70,0.70,0.70
300031,宝通科技,2,0,1.74,0.09,1.74,0.09
603960,克来机电,2,0,6.20,0.04,6.27,0.03
600977,中国电影,2,0,1.34,-0.09,1.34,-0.09
300432,富临精工,2,-3,1.12,-2.16,1.14,-2.45
600616,金枫酒业,2,1,1.15,0.61,1.15,0.61
601198,东兴证券,2,0,1.88,0.13,1.88,0.13
688121,卓然股份,2,-7,3.68,-3.11,5.34,-26.10
603915,国茂股份,2,0,2.14,0.12,2.17,0.11
600165,新日恒力,2,0,2.63,0.11,2.63,0.11
300861,美畅股份,2,-1,2.34,-0.70,4.65,-1.38
002810,山东赫达,2,-1,2.53,-1.53,2.68,-1.62
600276,恒瑞医药,2,0,1.60,0.60,1.60,0.60
002368,太极股份,2,1,2.47,0.61,2.47,0.61
688690,纳微科技,2,1,1.61,0.86,3.96,2.14
688237,超卓航科,2,2,1.86,1.86,9.28,9.28
002695,煌上煌,2,0,1.38,-0.97,1.38,-0.97
600025,华能水电,2,2,0.28,0.28,0.28,0.28
688266,泽璟制药,2,0,2.87,0.02,4.90,0.04
601011,宝泰隆,2,-1,1.64,0.10,1.64,-0.20
600820,隧道股份,2,0,2.22,-0.08,2.22,-0.08
000538,云南白药,2,0,0.93,-0.10,1.93,-0.22
601012,隆基绿能,2,0,6.59,0.20,6.59,0.20
600160,巨化股份,2,-2,3.46,-0.89,3.46,-0.89
300031,宝通科技,2,0,1.74,0.09,1.74,0.09
000861,海印股份,2,0,1.79,0.13,1.84,0.14
601888,中国中免,2,0,1.38,-0.07,1.47,0.02
603960,克来机电,2,0,6.20,0.04,6.27,0.03
603087,甘李药业,2,0,1.01,0.20,1.93,0.37
000757,浩物股份,2,0,0.80,0.03,1.01,0.01
300432,富临精工,2,-3,1.12,-2.16,1.14,-2.45
688018,乐鑫科技,2,-2,2.69,-2.28,2.69,-6.08
000014,沙河股份,2,1,0.71,-1.37,0.71,-1.37
603915,国茂股份,2,0,2.14,0.12,2.17,0.11
600165,新日恒力,2,0,2.63,0.11,2.63,0.11
002810,山东赫达,2,-1,2.53,-1.53,2.68,-1.62
600008,首创环保,2,-1,0.46,-0.23,0.46,-0.23
002368,太极股份,2,1,2.47,0.61,2.47,0.61
603315,福鞍股份,2,-2,0.92,-0.74,0.92,-1.40
002543,万和电气,2,2,1.36,1.36,1.36,1.36
688237,超卓航科,2,2,1.86,1.86,9.28,9.28
002695,煌上煌,2,0,1.38,-0.97,1.38,-0.97
688618,三旺通信,2,1,1.83,0.93,5.60,2.84
688318,财富趋势,2,-1,1.41,-0.56,4.55,-1.85
600499,科达制造,2,0,2.93,-0.09,3.49,-0.13
601858,中国科传,2,2,0.63,0.63,0.63,0.63
688322,奥比中光,2,2,0.18,0.18,2.27,2.27
688789,宏华数科,2,-3,3.04,-0.96,5.63,-12.98
300770,新媒股份,2,0,1.45,0.05,1.45,0.05
605358,立昂微,2,0,2.30,0.14,3.10,0.19
000333,美的集团,2,0,1.42,-0.02,1.43,-0.02
002893,华通热力,2,2,4.30,4.30,4.30,4.30
601016,节能风电,2,0,0.53,0.16,0.59,0.18
601699,潞安环能,2,0,1.15,0.26,1.15,0.26
000099,中信海直,2,1,2.90,0.60,3.17,0.66
002943,宇晶股份,2,1,2.73,1.80,2.73,1.80
300722,新余国科,2,0,0.71,-0.02,0.71,-0.02
